Brand,Model,Mileage,Transmission,Price,Year,Engine CC,Date Posted
Geely,X 7,"130,000 km",Automatic,"650,000 EGP",2022,1500,2026-04-29
Ford,Focus,"64,000 km",Automatic,"750,000 EGP",2013,1600,2026-04-29
Volvo,XC 40,207 km,Automatic,"360,000 EGP",2002,4000,2026-04-29
"630,000 EGP",Hyundai Elantra MD 2013,"166,000 km",Automatic,"930,000 EGP",2016,1600,2026-04-28
Hyundai,Elantra MD,"182,000 km",Automatic,"550,000 EGP",2015,1000,2026-04-28
Nissan,Juke,"133,000 km",Automatic,"370,000 EGP",2013,1500,2026-04-28
Opel,Insignia,900 km,Automatic,"2,750,000 EGP",2024,650,2026-04-28
Mercedes,S450,"5,000 km",Automatic,"13,500,000 EGP",2024,4000,2026-04-28
Proton,Gen 2,"42,000 km",Automatic,"2,700,000 EGP",2022,1500,2026-04-28
Chevrolet,Cruze,"30,000 km",Automatic,"3,000,000 EGP",2024,1300,2026-04-28
BYD,F3,"250,000 km",Automatic,"370,000 EGP",2016,1600,2026-04-28
BMW,316i,"118,000 km",Manual,"275,000 EGP",2005,1600,2026-04-28
Chery,A11,"130,000 km",Automatic,"490,000 EGP",2007,1600,2026-04-28
Hyundai,Elantra,"97,000 km",Manual,"400,000 EGP",2015,1500,2026-04-28
Jeep,Wrangler,110 km,Automatic,"1,450,000 EGP",2019,3500,2026-04-28
Ford,Kuga,"108,000 km",Automatic,"720,000 EGP",2019,1600,2026-04-28
Toyota,Corolla,"77,800 km",Automatic,"790,000 EGP",2016,1200,2026-04-28
Mitsubishi,Attrage,"100,000 km",Automatic,"500,000 EGP",2017,1500,2026-04-28
Hyundai,Elantra HD,"270,000 km",Automatic,"375,000 EGP",2011,1500,2026-04-28
Nissan,Sentra,"120,000 km",Automatic,"400,000 EGP",2013,1600,2026-04-28
Lada,2107,"78,000 km",Automatic,"590,000 EGP",2018,1600,2026-04-28
Mercedes,E200,"100,000 km",Automatic,"450,000 EGP",2006,1600,2026-04-28
Chevrolet,Optra,"10,000 km",Automatic,"6,000,000 EGP",2024,3000,2026-04-28
Toyota,Rush,"138,000 km",Automatic,"550,000 EGP",2020,1600,2026-04-28
Audi,A4,"185,000 km",Manual,"200,000 EGP",2013,1300,2026-04-28
Range Rover,Sport,"61,000 km",Automatic,"680,000 EGP",2021,1600,2026-04-28
Mercedes,S500,"90,000 km",Automatic,"800,000 EGP",2021,1600,2026-04-28
BMW,X5,"80,000 km",Automatic,"3,300,000 EGP",2021,2000,2026-04-28
Porsche,Cayenne,"110,000 km",Automatic,"650,000 EGP",2019,1500,2026-04-28
Subaru,Impreza,"265,000 km",Manual,"325,000 EGP",2015,1500,2026-04-28
"4,000,000 EGP","D.P.2,000,000","38,000 km",Automatic,"3,450,000 EGP",2022,,2026-04-28
Mercedes,GLC 300,"48,500 km",Automatic,"3,000,000 EGP",2019,,2026-04-28
Mercedes,EQS,"450,000 km",Automatic,"275,000 EGP",2005,1600,2026-04-28
Nissan,Sentra,"44,000 km",Automatic,"885,000 EGP",2019,,2026-04-28
BMW,318i,"104,000 km",Automatic,"4,200,000 EGP",2021,1600,2026-04-28
BMW,X5,"7,740 km",Automatic,"3,350,000 EGP",2024,500,2026-04-28
Audi,A5,"30,000 km",Manual,"5,600,000 EGP",2022,2000,2026-04-28
BMW,X6,"20,000 km",Automatic,"1,830,000 EGP",2025,520,2026-04-28
Mercedes,S580,"3,776 km",Automatic,"7,350,000 EGP",2025,750,2026-04-28
Mercedes,GLA 200,"42,000 km",Automatic,"1,250,000 EGP",2022,1600,2026-04-28
Suzuki,Ciaz,"47,000 km",Automatic,"2,400,000 EGP",2024,1400,2026-04-28
Suzuki,Ciaz,"33,000 km",Automatic,"2,950,000 EGP",2025,1500,2026-04-28
Peugeot,508,"187,110 km",Automatic,"400,000 EGP",2009,1600,2026-04-28
Jeep,Cherokee,"85,000 km",Automatic,"670,000 EGP",2022,1600,2026-04-28
Opel,Cascada,"114,500 km",Automatic,"395,000 EGP",2016,1300,2026-04-28
Nissan,Juke,"338,556 km",Manual,"60,000 EGP",1993,1200,2026-04-28
MG,MG 3,"240,000 km",Automatic,"380,000 EGP",2016,1600,2026-04-28
Kia,EV9,"86,000 km",Manual,"200,000 EGP",2014,1400,2026-04-28
Mercedes,S580,"250,000 km",Automatic,"275,000 EGP",2007,1600,2026-04-27
Mercedes,C180,"5,000 km",Automatic,"3,050,000 EGP",2026,1600,2026-04-27
Mercedes,CLA 200,"250,000 km",Manual,"170,000 EGP",2008,1500,2026-04-27
Renault,Logan,"110,000 km",Automatic,"650,000 EGP",2022,1600,2026-04-27
Daewoo,Lanos II,"370,000 km",Automatic,"1,100,000 EGP",2012,2000,2026-04-27
Mitsubishi,Lancer,"61,000 km",Automatic,"2,200,000 EGP",2018,1600,2026-04-27
Geely,Emgrand 7,"120,000 km",Automatic,"1,400,000 EGP",2022,1400,2026-04-27
Kia,Sorento,"243,000 km",Automatic,"250,000 EGP",1999,1300,2026-04-27
Kia,Rio,"65,000 km",Automatic,"980,000 EGP",2025,1600,2026-04-27
"790,000 EGP","D.P.395,000","4,825 km",Automatic,"3,200,000 EGP",2023,540,2026-04-27
Nissan,Qashqai,"125,000 km",Automatic,"2,500,000 EGP",2020,1500,2026-04-27
JAC,S3,"100,000 km",Automatic,"285,000 EGP",1994,1500,2026-04-27
Subaru,Impreza,300 km,Automatic,"5,500,000 EGP",2025,2000,2026-04-27
Brilliance,FRV,"53,455 km",Automatic,"1,100,000 EGP",2021,1600,2026-04-27
Peugeot,301,"60,000 km",Automatic,"3,400,000 EGP",2023,2000,2026-04-27
Hyundai,Matrix,"120,000 km",Automatic,"1,150,000 EGP",2018,1500,2026-04-27
Toyota,Fortuner,"148,377 km",Automatic,"1,050,000 EGP",2021,1500,2026-04-27
BYD,S5,"97,819 km",Automatic,"1,100,000 EGP",2022,1500,2026-04-27
Speranza,A113,"115,000 km",Automatic,"1,650,000 EGP",2022,1400,2026-04-27
Renault,Sandero Stepway,"145,000 km",Automatic,"425,000 EGP",2009,1600,2026-04-27
Fiat,Tipo,"215,000 km",Manual,"200,000 EGP",2000,1300,2026-04-27
Mercedes,GLC 300,"200,013 km",Manual,"227,000 EGP",2008,1100,2026-04-27
Chevrolet,Optra,"260,000 km",Automatic,"325,000 EGP",2014,1600,2026-04-27
Chevrolet,Lanos,"20,000 km",Automatic,"3,300,000 EGP",2024,1500,2026-04-27
Jeep,Grand Cherokee,"153,000 km",Manual,"220,000 EGP",2010,1300,2026-04-27
Mercedes,E 180,"120,000 km",Manual,"220,000 EGP",2001,1500,2026-04-27
Opel,Astra,19 km,Manual,"335,000 EGP",2017,1000,2026-04-27
MG,6,"26,000 km",Automatic,"850,000 EGP",2024,1500,2026-04-27
Land Rover,Range Rover,"96,309 km",Automatic,"905,000 EGP",2021,1500,2026-04-27
BMW,i5,"147,000 km",Automatic,"310,000 EGP",2012,1600,2026-04-27
Mercedes,sprinter,"101,000 km",Automatic,"950,000 EGP",2016,1600,2026-04-27
Volvo,EX30,"60,000 km",Manual,"600,000 EGP",2021,1600,2026-04-27
Cadillac,Escalade,"900,000 km",Manual,"330,000 EGP",2008,1600,2026-04-27
Skoda,KAMIQ,"47,350 km",Automatic,"680,000 EGP",2022,1600,2026-04-27
Skoda,KODIAQ,"80,000 km",Automatic,"750,000 EGP",2019,1000,2026-04-27
Mercedes,C180,"91,000 km",Automatic,"460,000 EGP",2016,1600,2026-04-27
"400,000 EGP",Skoda Fabia 2009,"128,000 km",Manual,"90,000 EGP",1990,1300,2026-04-27
Skoda,Fabia,"3,000 km",Manual,"85,000 EGP",1997,1300,2026-04-27
Peugeot,301,"190,000 km",Automatic,"440,000 EGP",2010,1600,2026-04-27
Mitsubishi,Attrage,"46,000 km",Automatic,"2,850,000 EGP",2017,1600,2026-04-27
Lada,2105,"24,000 km",Automatic,"2,340,000 EGP",2024,1400,2026-04-27
Renault,Logan,"78,000 km",Automatic,"1,950,000 EGP",2018,3500,2026-04-27
Saipa,Tiipa,"120,000 km",Manual,"430,000 EGP",2017,1600,2026-04-27
Chevrolet,Optra,"500,000 km",Manual,"300,000 EGP",2007,1600,2026-04-27
BMW,320i,"130,000 km",Manual,"170,000 EGP",2000,,2026-04-27
Geely,CK 2,257 km,Automatic,"450,000 EGP",2005,1500,2026-04-26
Peugeot,301,"166,000 km",Automatic,"300,000 EGP",2000,2000,2026-04-26
Audi,Q5,"235,000 km",Manual,"235,000 EGP",2008,1600,2026-04-26
Mercedes,C180,"179,800 km",Automatic,"675,000 EGP",2012,1600,2026-04-26
Skoda,Octavia,"240,000 km",Automatic,"470,000 EGP",2015,1600,2026-04-26
Mitsubishi,Lancer,"40,000 km",Automatic,"3,550,000 EGP",2021,2000,2026-04-26
Hyundai,Elantra HD,"44,000 km",Automatic,"3,300,000 EGP",2022,5700,2026-04-26
Mercedes,EQS,"134,000 km",Automatic,"775,000 EGP",2000,2000,2026-04-26
Mercedes,C180,"98,000 km",Automatic,"1,350,000 EGP",2022,1400,2026-04-26
Toyota,Corolla,"92,000 km",Automatic,"1,350,000 EGP",2021,1500,2026-04-26
Mercedes,E200,"150,000 km",Automatic,"425,000 EGP",2011,1600,2026-04-26
Hyundai,Elantra CN7,"97,000 km",Automatic,"430,000 EGP",2013,1100,2026-04-26
Mercedes,E300,"162,000 km",Automatic,"850,000 EGP",2020,1200,2026-04-26
Ford,Fusion,"117,000 km",Automatic,"520,000 EGP",2020,1500,2026-04-26
Hyundai,Elantra CN7,"240,000 km",Automatic,"700,000 EGP",2012,1800,2026-04-26
Hyundai,Elantra CN7,"4,500 km",Automatic,"2,250,000 EGP",2025,1400,2026-04-26
Audi,Q3,"250,000 km",Automatic,"525,000 EGP",2010,1500,2026-04-26
Ford,Focus,"290,000 km",Automatic,"480,000 EGP",2003,1300,2026-04-26
"200,000 EGP",Hyundai Accent 2000,"180,000 km",Automatic,"450,000 EGP",2015,1500,2026-04-26
Hyundai,Accent,"82,000 km",Automatic,"1,200,000 EGP",2022,1600,2026-04-26
Hyundai,Atos,"11,000 km",Automatic,"940,000 EGP",2025,1500,2026-04-26
Chevrolet,Optra,"134,000 km",Manual,"380,000 EGP",2013,1100,2026-04-26
Mercedes,C200,"313,000 km",Manual,"140,000 EGP",1996,1500,2026-04-26
Speranza,A113,"250,000 km",Automatic,"645,000 EGP",2013,1600,2026-04-26
Daewoo,Lanos II,"1,600 km",Automatic,"1,550,000 EGP",2025,1600,2026-04-26
Suzuki,Van,"50,000 km",Automatic,"3,400,000 EGP",2025,"1,125",2026-04-26
JAC,S4,"4,000 km",Automatic,"4,100,000 EGP",2023,2000,2026-04-26
Hyundai,Elantra HD,"105,000 km",Automatic,"4,200,000 EGP",2023,2700,2026-04-26
Proton,Persona,"200,000 km",Manual,"475,000 EGP",2012,1300,2026-04-26
Opel,Insignia,"27,000 km",Automatic,"1,950,000 EGP",2022,1600,2026-04-26
Renault,Logan,"372,000 km",Automatic,"570,000 EGP",2010,1600,2026-04-26
Hyundai,Verna,"230,000 km",Automatic,"860,000 EGP",2005,3800,2026-04-26
Citroen,C-Elysee,"10,000 km",Automatic,"3,050,000 EGP",2026,1400,2026-04-26
Ford,Ecosport,"189,000 km",Automatic,"650,000 EGP",2013,1600,2026-04-26
Hyundai,Verna 1.6,"50,000 km",Automatic,"3,200,000 EGP",2024,4000,2026-04-26
Fiat,128 nova,"80,000 km",Automatic,"2,900,000 EGP",2022,4000,2026-04-26
Renault,Rainbow,"344,581 km",Automatic,"350,000 EGP",1998,3200,2026-04-26
Hyundai,Matrix,"90,000 km",Automatic,"2,200,000 EGP",2021,2000,2026-04-26
Mercedes,E 180,"5,000 km",Automatic,"2,830,000 EGP",2025,1400,2026-04-26
Volkswagen,Tiguan,"20,000 km",Automatic,"8,500,000 EGP",2021,5700,2026-04-26
Mitsubishi,Pajero,"107,000 km",Automatic,"650,000 EGP",2017,1600,2026-04-26
Hyundai,Verna,"7,850 km",Automatic,"2,600,000 EGP",2025,810,2026-04-26
Nissan,Sunny,"215,000 km",Automatic,"1,850,000 EGP",2017,3000,2026-04-26
Proton,Wira,"136,000 km",Automatic,"650,000 EGP",2012,1600,2026-04-26
Honda,Civic,"107,000 km",Automatic,"650,000 EGP",2017,1600,2026-04-26
"300,000 EGP",Peugeot 406 2000,"240,000 km",Manual,"155,000 EGP",1999,800,2026-04-25
Peugeot,406,"150,000 km",Automatic,"1,050,000 EGP",2019,1600,2026-04-25
Daewoo,Lanos II,"200,000 km",Automatic,"415,000 EGP",2011,1600,2026-04-25
Kia,Forte,"285,000 km",Automatic,"850,000 EGP",2008,4000,2026-04-25
Renault,Fluence,"98,000 km",Automatic,"730,000 EGP",2018,1600,2026-04-25
Land Rover,Discovery Sport,"215,000 km",Automatic,"900,000 EGP",2019,1600,2026-04-25
Jeep,Grand Cherokee,100 km,Automatic,"2,500,000 EGP",2024,1500,2026-04-25
Mercedes,E200,"97,000 km",Automatic,"1,850,000 EGP",2022,1500,2026-04-25
Volkswagen,Passat,"32,000 km",Automatic,"350,000 EGP",1996,1800,2026-04-25
BMW,118i,"199,000 km",Automatic,"1,250,000 EGP",2017,2200,2026-04-25
Chevrolet,Optra,"8,000 km",Automatic,"16,500,000 EGP",2024,4400,2026-04-25
Hyundai,I10,"47,053 km",Manual,"610,000 EGP",2024,1500,2026-04-25
Renault,Megane,"160,000 km",Automatic,"455,000 EGP",2019,,2026-04-25
Chevrolet,Optra,"238,000 km",Automatic,"1,180,000 EGP",2017,1400,2026-04-25
Honda,Civic,"23,000 km",Automatic,"1,900,000 EGP",2024,1500,2026-04-25
Audi,A3,"122,000 km",Automatic,"920,000 EGP",2023,1200,2026-04-25
Kia,Carens,"250,000 km",Automatic,"430,000 EGP",2004,2000,2026-04-25
Toyota,Corolla,"43,000 km",Automatic,"1,220,000 EGP",2022,1600,2026-04-25
Nissan,Sunny,"210,000 km",Manual,"260,000 EGP",2009,1600,2026-04-25
Jetour,X95,"121,000 km",Automatic,"700,000 EGP",2020,1600,2026-04-25
Chery,Tiggo 7,"149,000 km",Automatic,"575,000 EGP",2008,1600,2026-04-25
Hyundai,I10,"300,000 km",Manual,"325,000 EGP",2010,1600,2026-04-25
Hyundai,Excel,"16,000 km",Automatic,"1,290,000 EGP",2024,1500,2026-04-25
Hyundai,Elantra MD,"100,000 km",Automatic,"1,300,000 EGP",2020,1500,2026-04-25
Nissan,Qashqai,"138,000 km",Manual,"520,000 EGP",2015,1600,2026-04-25
ROX,1,"28,000 km",Automatic,"5,400,000 EGP",2023,671,2026-04-25
Mercedes,GLC 300,"114,000 km",Manual,"175,000 EGP",2012,1300,2026-04-25
"4,200,000 EGP","D.P.2,100,000","300,000 km",Automatic,"640,000 EGP",2010,1600,2026-04-25
Toyota,Prado,"82,000 km",Automatic,"600,000 EGP",2019,,2026-04-25
Kia,Picanto,"157,000 km",Automatic,"800,000 EGP",2018,1200,2026-04-25
Peugeot,508 GT MAX,"145,000 km",Automatic,"450,000 EGP",2013,1600,2026-04-25
Honda,Civic,"162,000 km",Manual,"350,000 EGP",2013,1600,2026-04-25
Chrysler,Town & Country,"126,000 km",Automatic,"780,000 EGP",2021,1600,2026-04-25
Mercedes,CLA 200,"125,000 km",Automatic,"750,000 EGP",2021,1600,2026-04-25
Mitsubishi,Lancer Puma,"25,577 km",Automatic,"7,200,000 EGP",2023,6200,2026-04-25
Toyota,Fortuner,"5,850 km",Automatic,"4,550,000 EGP",2023,520,2026-04-25
Toyota,Fortuner,"15,900 km",Automatic,"4,600,000 EGP",2024,540,2026-04-25
Jeep,Cherokee,"6,000 km",Automatic,"6,850,000 EGP",2024,5000,2026-04-25
BMW,320i,"156,000 km",Automatic,"380,000 EGP",2008,1500,2026-04-25
Skoda,KODIAQ,"39,500 km",Automatic,"650,000 EGP",2020,1600,2026-04-25
Toyota,Land cruiser,"164,000 km",Automatic,"650,000 EGP",2019,1000,2026-04-25
Hyundai,Accent RB,"300,000 km",Manual,"285,000 EGP",2010,1500,2026-04-25
Avatr,11,"320,000 km",Automatic,"700,000 EGP",2010,3600,2026-04-25
BMW,X4,"82,000 km",Automatic,"1,800,000 EGP",2013,1800,2026-04-25
Kia,Soul,"135,000 km",Manual,"500,000 EGP",2021,1500,2026-04-25
Hyundai,Accent RB,"240,000 km",Automatic,"730,000 EGP",2011,2000,2026-04-25
Daewoo,Matiz,"21,000 km",Automatic,"3,500,000 EGP",2025,1500,2026-04-24
Toyota,Corolla,"220,000 km",Automatic,"650,000 EGP",2013,1600,2026-04-24
Peugeot,308,213 km,Automatic,"550,000 EGP",2014,1600,2026-04-24
BMW,740Li,"178,000 km",Automatic,"850,000 EGP",2016,1600,2026-04-24
Nissan,Juke,"11,000 km",Automatic,"5,300,000 EGP",2023,2000,2026-04-24
Opel,Grand Land,"140,000 km",Manual,"175,000 EGP",2008,800,2026-04-24
Honda,Accord,"34,000 km",Automatic,"4,400,000 EGP",2024,2000,2026-04-24
Honda,CR-V,"71,000 km",Automatic,"3,000,000 EGP",2020,2000,2026-04-24
"350,000 EGP",BMW 316i 1996,"145,000 km",Automatic,"590,000 EGP",2021,1600,2026-04-24
BMW,316i,"290,000 km",Manual,"220,000 EGP",2008,1300,2026-04-24
BMW,320i,"113,000 km",Automatic,"460,000 EGP",2014,1600,2026-04-24
Land Rover,Range Rover,"90,000 km",Automatic,"1,100,000 EGP",2019,1600,2026-04-24
BYD,F3,"90,000 km",Automatic,"2,250,000 EGP",2019,2000,2026-04-24
Renault,Logan,"11,111 km",Manual,"52,000 EGP",1980,1500,2026-04-24
Volkswagen,Tiguan,"12,000 km",Automatic,"1,370,000 EGP",2025,1500,2026-04-24
Mini,Cooper,"260,000 km",Automatic,"850,000 EGP",2013,1600,2026-04-24
Nissan,Qashqai,"275,000 km",Automatic,"560,000 EGP",2008,1600,2026-04-24
BMW,318i,"255,000 km",Automatic,"430,000 EGP",2011,1200,2026-04-24
Toyota,Corolla,"108,000 km",Automatic,"750,000 EGP",2017,1200,2026-04-24
Haima,Family,"58,000 km",Automatic,"3,600,000 EGP",2020,2000,2026-04-24
Fiat,Tipo Hatchback,"16,771 km",Automatic,"2,800,000 EGP",2023,542,2026-04-24
Hyundai,Elantra HD,"3,680 km",Automatic,"4,600,000 EGP",2024,550,2026-04-24
Changhe,M50s,"150,000 km",Manual,"155,000 EGP",1993,1500,2026-04-24
MG,RX5 Plus,"270,000 km",Automatic,"750,000 EGP",2006,3500,2026-04-24
Mini,Cooper Countryman,"3,000 km",Automatic,"4,350,000 EGP",2025,755,2026-04-24
Renault,Duster,"240,000 km",Automatic,"975,000 EGP",2008,2500,2026-04-24
Mercedes,EQS 450+,"130,000 km",Automatic,"1,450,000 EGP",2015,3600,2026-04-24
Speranza,A113,"5,237 km",Automatic,"2,000,000 EGP",2025,1600,2026-04-24
Volkswagen,Jetta,"75,000 km",Automatic,"2,825,000 EGP",2022,1500,2026-04-24
Chery,Tiggo 3,"191,000 km",Automatic,"700,000 EGP",2008,2500,2026-04-24
Nissan,Qashqai,"27,000 km",Automatic,"1,850,000 EGP",2024,1600,2026-04-24
Fiat,Linea,"16,000 km",Automatic,"2,000,000 EGP",2024,1500,2026-04-24
Hyundai,Verna 1.6,"166,000 km",Manual,"370,000 EGP",2013,1600,2026-04-24
Renault,Megane,"6,129 km",Automatic,"1,450,000 EGP",2025,1600,2026-04-24
Renault,Duster,480 km,Automatic,"2,200,000 EGP",2026,1600,2026-04-24
"7,200,000 EGP",Chevrolet Corvette 2023,"30,000 km",Manual,"6,300,000 EGP",2024,2000,2026-04-24
Chevrolet,Corvette,209 km,Automatic,"880,000 EGP",2016,,2026-04-24
BMW,i7,300 km,Manual,"90,000 EGP",1994,,2026-04-24
Hummer,Hummer EV SUV,"85,000 km",Automatic,"800,000 EGP",2021,1600,2026-04-24
Ford,Mustang,"176,000 km",Automatic,"680,000 EGP",2006,3800,2026-04-24
Mazda,3,"170,000 km",Automatic,"800,000 EGP",2014,1600,2026-04-24
Peugeot,301,"79,000 km",Automatic,"3,150,000 EGP",2022,5700,2026-04-24
Ford,Ecosport,"60,000 km",Automatic,"2,200,000 EGP",2018,1600,2026-04-24
Chevrolet,Lanos,"155,000 km",Automatic,"1,400,000 EGP",2017,2000,2026-04-24
Jeep,Cherokee,"78,000 km",Automatic,"2,300,000 EGP",2023,2000,2026-04-24
Mercedes,E200,"22,000 km",Automatic,"2,100,000 EGP",2024,1400,2026-04-23
BYD,F3,"28,000 km",Automatic,"3,200,000 EGP",2020,2000,2026-04-23
BMW,X1,"19,000 km",Automatic,"1,900,000 EGP",2022,1600,2026-04-23
Mercedes,C180,"48,000 km",Automatic,"1,850,000 EGP",2022,1400,2026-04-23
Kia,Carens,"19,000 km",Automatic,"3,300,000 EGP",2023,1500,2026-04-23
Seat,Ibiza,"55,000 km",Automatic,"2,600,000 EGP",2020,1800,2026-04-23
Hyundai,Creta,"230,000 km",Manual,"260,000 EGP",1998,1500,2026-04-23
Mercedes,CLS 350,210 km,Automatic,"650,000 EGP",2017,1600,2026-04-23
Suzuki,Alto,"215,000 km",Manual,"160,000 EGP",2010,1300,2026-04-23
Mercedes,GLC 200,"190,000 km",Automatic,"550,000 EGP",2009,1600,2026-04-23
Mercedes,E200,"283,000 km",Manual,"350,000 EGP",2011,1500,2026-04-23
Nissan,Sunny,"525,888 km",Manual,"235,000 EGP",2001,1500,2026-04-23
Speranza,A113,"200,000 km",Automatic,"630,000 EGP",2020,1400,2026-04-23
Peugeot,301,"189,000 km",Automatic,"700,000 EGP",2019,1600,2026-04-23
Toyota,Corolla,"150,000 km",Manual,"130,000 EGP",1999,1100,2026-04-23
BMW,520i,"200,000 km",Automatic,"750,000 EGP",2008,4200,2026-04-23
Fiat,125,"180,000 km",Automatic,"575,000 EGP",2007,1600,2026-04-23
"1,370,000 EGP","D.P.342,500","11,300 km",Automatic,"2,985,000 EGP",2025,1500,2026-04-23
BAIC,X7,"7,000 km",Automatic,"1,450,000 EGP",2025,1600,2026-04-23
Kia,Sportage,"30,000 km",Automatic,"4,750,000 EGP",2021,2000,2026-04-23
Hyundai,Elantra HD,"34,000 km",Automatic,"1,325,000 EGP",2024,1600,2026-04-23
Hyundai,I10,"125,000 km",Automatic,"3,850,000 EGP",2014,4000,2026-04-23
Nissan,Qashqai,"5,500 km",Automatic,"3,100,000 EGP",2025,1600,2026-04-23
Range Rover,Velar,10 km,Automatic,"2,650,000 EGP",2026,1600,2026-04-23
Mercedes,EQE 300,"161,000 km",Manual,"430,000 EGP",2000,2000,2026-04-23
Tesla,cybertruck,"11,900 km",Automatic,"2,550,000 EGP",2026,1600,2026-04-23
Toyota,Tercel,"260,000 km",Automatic,"260,000 EGP",1997,1500,2026-04-23
Infiniti,FX35,"197,000 km",Automatic,"600,000 EGP",2011,1600,2026-04-23
Avatr,12,"260,000 km",Automatic,"550,000 EGP",2007,1600,2026-04-23
Infiniti,FX35,"130,000 km",Automatic,"1,400,000 EGP",2015,2000,2026-04-23
Jeep,Wrangler,"53,000 km",Automatic,"1,350,000 EGP",2021,1600,2026-04-23
Kia,Sportage,"138,000 km",Automatic,"420,000 EGP",2015,1500,2026-04-23
Mercedes,C180,"20,000 km",Automatic,"1,290,000 EGP",2022,1600,2026-04-23
BMW,523i,"220,000 km",Automatic,"950,000 EGP",2016,1400,2026-04-23
Kia,Sportage,"111,000 km",Automatic,"710,000 EGP",2016,1400,2026-04-23
Honda,HR-V,"14,000 km",Automatic,"5,900,000 EGP",2020,2000,2026-04-23
Renault,Sandero Stepway,"14,000 km",Automatic,"4,700,000 EGP",2025,3600,2026-04-23
Kia,Seltos,"195,000 km",Automatic,"1,300,000 EGP",2015,3600,2026-04-23
Hyundai,Tucson,"55,000 km",Automatic,"7,250,000 EGP",2022,4000,2026-04-23
Mercedes,sprinter,"140,000 km",Automatic,"710,000 EGP",2018,1600,2026-04-23
Skoda,Octavia A7,"152,000 km",Automatic,"600,000 EGP",2015,1600,2026-04-23
Daewoo,Racer,"195,000 km",Manual,"260,000 EGP",2004,1600,2026-04-23
Fiat,Tipo,"54,000 km",Automatic,"850,000 EGP",2022,1500,2026-04-23
Kia,Carnival,"130,000 km",Manual,"220,000 EGP",2000,1100,2026-04-23
"800,000 EGP",Volvo S80 2014,"7,000 km",Automatic,"1,840,000 EGP",2025,2000,2026-04-23
Volvo,S80,"236,000 km",Automatic,"520,000 EGP",2011,1500,2026-04-22
Jeep,Grand Cherokee,"210,000 km",Automatic,"600,000 EGP",2019,1200,2026-04-22
Mercedes,C180,"370,000 km",Manual,"350,000 EGP",2013,1600,2026-04-22
BMW,520i,"160,000 km",Manual,"400,000 EGP",2007,1300,2026-04-22
Audi,A4,209 km,Manual,"200,000 EGP",1999,1600,2026-04-22
Audi,A3,"90,000 km",Automatic,"490,000 EGP",2015,1300,2026-04-22
Mercedes,E200,"128,000 km",Automatic,"1,100,000 EGP",2019,1500,2026-04-22
Kia,Sportage,"157,000 km",Automatic,"775,000 EGP",2008,2000,2026-04-22
Volkswagen,Passat,"35,000 km",Automatic,"4,100,000 EGP",2023,2000,2026-04-22
Mercedes,C200,"71,000 km",Automatic,"1,480,000 EGP",2019,1600,2026-04-22
Mercedes,E200,"148,000 km",Automatic,"380,000 EGP",2016,1500,2026-04-22
Hyundai,Accent,"146,000 km",Automatic,"475,000 EGP",2017,1400,2026-04-22
Brilliance,V5,"422,000 km",Automatic,"600,000 EGP",2008,3000,2026-04-22
Speranza,A113,"63,000 km",Automatic,"1,300,000 EGP",2022,1200,2026-04-22
Ford,Focus,240 km,Automatic,"500,000 EGP",2012,1600,2026-04-22
Chevrolet,Aveo,"120,000 km",Automatic,"1,100,000 EGP",2019,1500,2026-04-22
Hyundai,Accent,"29,050 km",Automatic,"3,250,000 EGP",2022,1500,2026-04-22
Opel,Astra,"79,000 km",Automatic,"780,000 EGP",2015,1600,2026-04-22
Nissan,Sentra,"168,000 km",Automatic,"700,000 EGP",2020,1400,2026-04-22
Kia,Pride,"185,000 km",Automatic,"350,000 EGP",2007,1600,2026-04-22
Chevrolet,Trailblazer,"72,000 km",Automatic,"2,000,000 EGP",2010,3000,2026-04-22
Volkswagen,Jetta,"170,000 km",Automatic,"735,000 EGP",2017,1600,2026-04-22
Mercedes,C180,"230,000 km",Automatic,"1,000,000 EGP",2013,2000,2026-04-22
Hyundai,Avante,"63,000 km",Automatic,"850,000 EGP",2024,1500,2026-04-22
Range Rover,Velar,"170,000 km",Automatic,"540,000 EGP",2012,1600,2026-04-22
Kia,K3,"13,000 km",Manual,"500,000 EGP",2024,1000,2026-04-22
"3,850,000 EGP",Porsche Panamera GTS 2014,"199,000 km",Automatic,"1,680,000 EGP",2021,1400,2026-04-22
Porsche,Panamera GTS,"43,000 km",Automatic,"1,200,000 EGP",2016,,2026-04-22
Kia,K8,"250,000 km",Manual,"160,000 EGP",1997,1300,2026-04-22
Kia,Sportage,"226,000 km",Manual,"490,000 EGP",2019,1600,2026-04-22
Volkswagen,Golf,"26,000 km",Automatic,"2,000,000 EGP",2023,1600,2026-04-22
Kia,Carnival,"90,000 km",Automatic,"3,350,000 EGP",2026,4400,2026-04-22
Kia,Sephia,"80,000 km",Automatic,"510,000 EGP",2018,1600,2026-04-22
Skoda,Octavia A5,"65,000 km",Manual,"525,000 EGP",2023,1500,2026-04-22
Skoda,Octavia,"240,000 km",Automatic,"850,000 EGP",2010,3500,2026-04-22
BMW,X3,"124,000 km",Manual,"420,000 EGP",2018,1500,2026-04-22
Skoda,Octavia A8,"56,385 km",Manual,"140,000 EGP",1990,1600,2026-04-22
Chevrolet,Aveo,"215,000 km",Automatic,"450,000 EGP",2010,2000,2026-04-22
